"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 5:23:56 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,spa_01_adjTry3
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
280,0.02556718,0.001264076,0.001498815,0.03772576,0.02991566,0.1898075,0.009562183,0.002591531,0.05588166,0.001861481,0.008454368,0.00272977,0.0002760584,0.02262673,0.01456303,0.001340069,0.0007329519,0.04975455,0.001297795,0.02354451,8.947808E-05,0.02886345,3.745834E-05,0.0103395,0.07499826,0.002687178,0.002646591,0.0002223479,0.001394889,4.786364E-05,0.001273811,0.0003752916,0.0002590641,0.02211113,0.0002483143,0.0009947647,0.0004514836,3.101328E-06,2.733165E-05,0.00202173,0.07492651,0.01075614,0.2519189,0.002549861,0.01471951,0.001153263,0.008297191,0.01052737,9.678171,0.0001394915,0.01575916,0.1341451,1.848495,0.1499095,0.0002309261,0.0003226086,0.01395079,0.1629236,0.3654753,0.09864467,0.03745417,0.05161448,0.05609797,0.0349526,0.0002143108,2.172228,0.005226741,0.002100449,0.03145947,0.07815034,20.02283,1.447921,3.094158,4.499471,9.587945,8.107786,8.023683,13.71886
281,0.0255646,0.001262696,0.001497636,0.03776208,0.02992344,0.1894855,0.009559631,0.002584107,0.05584563,0.001863106,0.008510302,0.002735052,0.00027209,0.02255016,0.01452672,0.0013259,0.0007323852,0.04954518,0.001297501,0.0242498,8.933015E-05,0.02952735,3.934792E-05,0.01041682,0.07494396,0.002844179,0.002663917,0.0002252999,0.001463499,4.787235E-05,0.001271223,0.0003818563,0.0002580482,0.02331037,0.000234621,0.00106626,0.0004601807,3.066956E-06,2.743726E-05,0.00203639,0.07585009,0.009996164,0.2525917,0.00254956,0.01467783,0.001158935,0.008271862,0.01063845,9.595697,0.0001393085,0.01580515,0.1332838,1.825265,0.1484002,0.0002301605,0.0003197515,0.01375148,0.1812434,0.3486041,0.08642288,0.03584856,0.05045567,0.05397147,0.03435189,0.0002170813,2.019122,0.006480757,0.002228109,0.02868764,0.07629456,19.41626,1.400071,2.969692,4.450323,11.80413,7.83585,11.18681,17.73306
282,0.02556108,0.001261085,0.001495385,0.03777514,0.02993404,0.1892788,0.009556279,0.002577817,0.05580804,0.00186466,0.008595503,0.002739321,0.0002688123,0.02247709,0.01443865,0.001312594,0.0007305565,0.04821296,0.001298541,0.02416897,8.616315E-05,0.02991366,3.981098E-05,0.01031273,0.07490624,0.00278259,0.002665047,0.0002283158,0.001468135,4.75766E-05,0.001268745,0.0003768591,0.0002568667,0.02284477,0.0002401826,0.001088552,0.0004878653,3.02987E-06,2.738859E-05,0.002047752,0.0765753,0.008827152,0.2543815,0.002548069,0.01466738,0.001164159,0.008458913,0.01070398,9.466502,0.0001390487,0.01585475,0.1329061,1.816783,0.1460357,0.0002291249,0.0003122197,0.01375077,0.2242583,0.3649553,0.08021186,0.03662234,0.05324773,0.04959972,0.03328012,0.0002189801,1.896374,0.007636332,0.002136152,0.02461578,0.07490861,19.10332,1.292516,3.381195,4.935697,13.15351,5.795772,12.79104,22.95163
283,0.02555544,0.001259298,0.00149253,0.03776463,0.02994633,0.1890595,0.00955198,0.002571317,0.05576605,0.001866384,0.008669938,0.002742415,0.0002660697,0.02239865,0.01426992,0.001298685,0.0007223981,0.04651393,0.001299534,0.02351437,8.542347E-05,0.0303207,4.00567E-05,0.009954724,0.07489044,0.00261904,0.002647419,0.0002301278,0.001436279,4.714472E-05,0.001266724,0.0003667608,0.000255303,0.02164079,0.0002702881,0.00113894,0.000496265,2.999078E-06,2.733706E-05,0.002061751,0.07716312,0.00767178,0.2567348,0.002544989,0.01469304,0.001167923,0.008767192,0.01076049,9.327386,0.0001387535,0.01589561,0.1328385,1.819731,0.1431837,0.0002278971,0.000303416,0.01392316,0.2721287,0.4044264,0.08249749,0.03745659,0.05733836,0.04452102,0.03207681,0.0002219865,1.814125,0.008196106,0.00198351,0.02060858,0.07435839,19.09935,1.162937,4.172153,5.736162,14.53416,4.232803,14.29868,25.96765
284,0.02554931,0.001257551,0.001489578,0.03773519,0.02995911,0.1890564,0.009550354,0.002565607,0.05573328,0.001868374,0.008769613,0.002745759,0.0002636489,0.02232048,0.01400403,0.001282068,0.0007058838,0.04475481,0.001299901,0.02245325,8.11023E-05,0.03016197,4.110329E-05,0.009571032,0.07490125,0.002444095,0.002613801,0.0002306573,0.001391208,4.692283E-05,0.001266111,0.0003547325,0.0002533535,0.02033447,0.0002327673,0.001125648,0.0004937958,2.979697E-06,2.720449E-05,0.002059855,0.07698466,0.006653157,0.2593811,0.002526259,0.01469596,0.001163016,0.00863683,0.01065394,9.187424,0.0001383813,0.01593938,0.1332893,1.833904,0.1403235,0.0002263648,0.0002947368,0.0139497,0.3104558,0.4302852,0.09256337,0.03776765,0.06128218,0.0398638,0.03086607,0.0002213027,1.782561,0.008416863,0.001820165,0.01725285,0.07483339,19.355,1.044141,5.293056,6.658596,15.16883,3.332579,14.07957,28.45988
285,0.02554206,0.001255549,0.001487057,0.0376942,0.0299694,0.1890362,0.009548805,0.002558917,0.05569855,0.001870328,0.008851952,0.002746499,0.0002612163,0.02225124,0.01387347,0.001266076,0.0006976908,0.04302574,0.001299236,0.02250714,8.146475E-05,0.03045293,4.126394E-05,0.009322651,0.07488327,0.002350683,0.002569761,0.0002329393,0.001357277,4.68755E-05,0.00126857,0.0003426124,0.0002510976,0.02034301,0.000228103,0.00108398,0.0005107044,2.975209E-06,2.761227E-05,0.002059714,0.07650374,0.005780891,0.262,0.002499568,0.0147348,0.001155814,0.008596597,0.01048878,9.02755,0.0001378217,0.01596785,0.1338499,1.852004,0.1400049,0.000225052,0.0002860157,0.01419799,0.3245801,0.4731809,0.1143752,0.03996294,0.06561419,0.03547309,0.02967993,0.0002245358,1.794665,0.01009497,0.002469345,0.01452526,0.07623196,19.80561,0.9854369,6.509964,7.445178,14.93853,2.703798,12.65839,28.89288
286,0.02552994,0.001253399,0.001485355,0.03764106,0.0299726,0.1889021,0.009548401,0.002551883,0.05566603,0.001872255,0.00885719,0.002746324,0.0002582129,0.02218655,0.01380133,0.001252096,0.0006966968,0.04344183,0.001297987,0.02313891,8.157631E-05,0.02989467,4.087987E-05,0.009483323,0.07479814,0.002610001,0.002572139,0.0002339427,0.001409524,4.673778E-05,0.001267246,0.0003466991,0.0002485556,0.02171726,0.0001966344,0.0009989777,0.0004890141,2.984065E-06,2.760225E-05,0.002051585,0.07567853,0.006260374,0.2640444,0.002464743,0.01474566,0.001133431,0.008364104,0.01028809,9.045098,0.0001375328,0.0159801,0.1342412,1.864967,0.1414323,0.0002246326,0.0002780931,0.01416183,0.3086484,0.5093443,0.1376317,0.04068467,0.06787888,0.03722628,0.03037827,0.0002249406,1.815764,0.0122021,0.003401416,0.02132929,0.07781056,20.75377,1.201274,7.364323,7.647756,13.86252,2.505703,10.69599,27.31096
287,0.02551806,0.001251233,0.001484376,0.03758834,0.02997212,0.1887628,0.009549674,0.002546057,0.0556406,0.001874167,0.008835628,0.00274756,0.0002550658,0.02212229,0.01374961,0.001239486,0.0006983731,0.04489035,0.001297484,0.02387219,8.001836E-05,0.02956185,4.310576E-05,0.009709484,0.07469317,0.002846054,0.002582046,0.0002308611,0.001462377,4.676323E-05,0.00126658,0.0003626416,0.000246046,0.02339775,0.0001799188,0.0009346278,0.0004674025,3.003618E-06,2.7425E-05,0.002037093,0.07477833,0.007296091,0.2652399,0.002427704,0.01472078,0.001108203,0.008149341,0.01008492,9.150679,0.0001378409,0.01598485,0.1345506,1.8713,0.1438652,0.0002245748,0.0002746804,0.01404036,0.2704497,0.5279427,0.1507278,0.04059417,0.06774461,0.04148215,0.03197481,0.0002242822,1.857943,0.01346132,0.003799518,0.02966386,0.0792326,21.49156,1.489678,7.596439,7.426721,12.00007,2.493953,8.574471,24.16653
288,0.02550829,0.001249086,0.00148381,0.03754391,0.02997284,0.1886551,0.009551716,0.002541814,0.05562104,0.001876078,0.008812357,0.002751167,0.0002519908,0.02205831,0.01370702,0.001228082,0.0007008938,0.04525078,0.001298395,0.02330519,7.726833E-05,0.02915541,4.544758E-05,0.009987899,0.07463573,0.002728768,0.002567436,0.0002264777,0.001448861,4.645274E-05,0.001266396,0.0003662729,0.0002438286,0.02246671,0.0001818818,0.0008975143,0.0004431931,3.027378E-06,2.627295E-05,0.002019149,0.07411684,0.008270035,0.2657508,0.002401178,0.01467142,0.001094587,0.008067717,0.009909243,9.2633,0.0001384072,0.01599564,0.134865,1.872685,0.1441781,0.000224538,0.0002782608,0.01426137,0.2234866,0.5277947,0.1547199,0.0401984,0.06581616,0.04393709,0.03269934,0.0002232382,1.940748,0.01140228,0.003295542,0.03338571,0.08048369,22.05338,1.613345,7.140707,6.989506,9.116543,2.76495,5.810539,20.26537
289,0.02550024,0.001246924,0.001483308,0.03751329,0.02997693,0.1884452,0.009551913,0.002531058,0.05557282,0.001877972,0.008802094,0.002755265,0.0002435157,0.02193206,0.01396161,0.001203063,0.000695052,0.04491626,0.001293793,0.02219607,7.458835E-05,0.02877015,4.962413E-05,0.01027762,0.0746053,0.002471391,0.002515477,0.0002218903,0.001381304,4.632121E-05,0.001265359,0.0003622205,0.0002414889,0.02059086,0.0002094034,0.0009168343,0.0004148046,3.049647E-06,2.574258E-05,0.001995713,0.07389878,0.009054832,0.266073,0.002382546,0.01457848,0.001093551,0.008148856,0.0098341,9.361732,0.0001386388,0.01601333,0.1347511,1.863565,0.143112,0.0002243049,0.0002838758,0.01457425,0.1859517,0.4991437,0.149153,0.03824703,0.06122028,0.04466673,0.03280862,0.0002221288,2.021677,0.008821582,0.00266252,0.03332983,0.08133821,22.15574,1.605301,5.969539,6.316904,7.233673,3.737487,4.471994,15.15078
290,0.02549166,0.001244682,0.001482466,0.03749493,0.0299837,0.1881292,0.009549881,0.002517089,0.05550723,0.00187984,0.008798489,0.002759737,0.0002340096,0.02178357,0.01428721,0.001173552,0.0006869247,0.04437954,0.001285948,0.0210739,7.782669E-05,0.02867739,5.035827E-05,0.01046337,0.07459702,0.002241233,0.002445505,0.0002172989,0.001313353,4.594534E-05,0.001263264,0.0003553615,0.0002392474,0.01878152,0.0002136335,0.0009190468,0.000398076,3.059371E-06,2.556292E-05,0.001979347,0.07406724,0.009685451,0.2663736,0.002370735,0.0144963,0.001096621,0.008248559,0.009868181,9.444718,0.0001384237,0.01603382,0.1341171,1.843528,0.1412128,0.0002237949,0.0002896585,0.01475868,0.159942,0.4598344,0.1363567,0.03579563,0.05573652,0.04446249,0.03265477,0.0002235104,2.054573,0.00670251,0.002110017,0.03127877,0.08132707,21.80193,1.523808,4.621832,5.530041,6.34283,5.143358,4.087668,11.9457
291,0.02547872,0.001242301,0.001480931,0.03747955,0.02999028,0.187686,0.009545491,0.002500897,0.05542553,0.001881549,0.008786053,0.002761903,0.0002247286,0.02162539,0.01462474,0.001142889,0.000678481,0.04543026,0.001275014,0.0213305,7.907418E-05,0.02834587,4.803327E-05,0.01058325,0.07452597,0.00229772,0.002400016,0.0002187555,0.001302116,4.558439E-05,0.001260122,0.0003555713,0.0002370093,0.01885316,0.0002209572,0.0009368726,0.0003833322,3.051327E-06,2.582041E-05,0.001972187,0.07435129,0.01033355,0.2666212,0.002359516,0.01441975,0.001097894,0.008195364,0.009975572,9.549228,0.0001378786,0.01604469,0.1329009,1.811812,0.1399605,0.0002229953,0.0002947502,0.01472677,0.1474595,0.4118747,0.1189188,0.03336596,0.05007082,0.04645811,0.032925,0.0002243332,1.996323,0.005377801,0.002011487,0.03050658,0.08007554,20.83554,1.474372,3.498982,4.731911,7.234069,6.888553,5.443312,10.8836
292,0.02546141,0.001239747,0.001478425,0.03745644,0.0299941,0.1872028,0.009539942,0.002485103,0.05533734,0.001883162,0.008780396,0.002762399,0.0002160494,0.02146526,0.01494526,0.001112912,0.0006702845,0.04698711,0.001263712,0.02212386,7.882637E-05,0.02817973,4.564787E-05,0.01069109,0.07439885,0.002538399,0.002388493,0.0002210371,0.001358615,4.512487E-05,0.001255082,0.0003696301,0.0002347138,0.0201127,0.0002250304,0.0009624108,0.0003698994,3.025773E-06,2.595658E-05,0.001968392,0.07465429,0.01082219,0.2668599,0.002351421,0.01434018,0.001101346,0.008100448,0.01009192,9.634245,0.0001372141,0.01605235,0.1314762,1.778225,0.1386461,0.0002219487,0.0002988962,0.01449064,0.1467875,0.377501,0.1024821,0.03198903,0.04580567,0.0488675,0.03333903,0.00022252,1.875089,0.00537387,0.002061605,0.0300038,0.07789608,19.79663,1.449576,2.872749,4.182707,8.645306,7.844054,7.370059,13.00486
293,0.02544223,0.001236945,0.001474883,0.0374238,0.0299976,0.1866427,0.009531583,0.002469657,0.05523737,0.001884806,0.00877184,0.00276095,0.0002080622,0.02130747,0.01526988,0.001084894,0.0006625079,0.0472932,0.001253146,0.02300977,7.538024E-05,0.02808659,4.544623E-05,0.01082593,0.07425777,0.002742612,0.002403007,0.0002214327,0.001417148,4.479162E-05,0.001249129,0.0003838378,0.0002323939,0.02206566,0.0002457384,0.00110245,0.000373166,2.989317E-06,2.605533E-05,0.001974685,0.07510246,0.01013039,0.2673155,0.00235483,0.01430705,0.001108844,0.008060159,0.01023885,9.562467,0.0001367953,0.01604476,0.1300858,1.750111,0.1370876,0.0002207281,0.0002997112,0.01424185,0.1596615,0.3607478,0.08986448,0.03208183,0.04326804,0.04847367,0.03303074,0.0002233624,1.740061,0.00623997,0.002264729,0.02888305,0.07570054,19.22925,1.448486,2.727925,4.096141,10.77265,7.882919,10.34999,16.43204
294,0.02542107,0.001234006,0.001470488,0.03737604,0.03000569,0.1862041,0.009522984,0.002456407,0.05514024,0.001886443,0.008816299,0.002759667,0.0002012161,0.02115581,0.01550811,0.00105794,0.0006504343,0.04608149,0.001245635,0.02261529,7.333084E-05,0.02835136,4.461978E-05,0.01088843,0.07415549,0.002654066,0.002404923,0.0002221935,0.001428509,4.407664E-05,0.001245328,0.0003809877,0.0002302912,0.02137551,0.0002484135,0.001171028,0.0003829518,2.951095E-06,2.605025E-05,0.001978359,0.07541921,0.008920293,0.2692744,0.002355959,0.01431976,0.001113892,0.008172744,0.01029967,9.440427,0.0001362956,0.01605135,0.129397,1.737188,0.134232,0.0002192547,0.0002938641,0.01419047,0.1885315,0.3720607,0.08247826,0.0345953,0.04328746,0.04480258,0.03208201,0.0002243339,1.64458,0.00665553,0.002086145,0.02515839,0.07411624,18.93443,1.329504,3.103559,4.54631,12.50942,6.523786,12.60128,21.31369
295,0.02540115,0.001231275,0.001465648,0.03731285,0.03001864,0.1859267,0.009515381,0.002443905,0.05504591,0.001888478,0.008893118,0.002760398,0.0001952719,0.02100676,0.01543771,0.001026993,0.0006223486,0.04441395,0.001238973,0.02141152,7.042046E-05,0.02849666,4.44402E-05,0.01093033,0.07411134,0.002486951,0.00238713,0.0002224197,0.001406583,4.349938E-05,0.001241784,0.0003709314,0.0002280606,0.01994508,0.0002268105,0.001208993,0.000382675,2.91927E-06,2.595055E-05,0.001977334,0.07530978,0.007711309,0.2719868,0.002350164,0.01434512,0.001113463,0.008350422,0.01024811,9.304757,0.0001356135,0.01606803,0.1292998,1.740553,0.1308273,0.0002173388,0.0002872919,0.01418647,0.2190073,0.3962912,0.08162222,0.03773804,0.04451819,0.04041503,0.03094737,0.000225164,1.586461,0.006553307,0.001765831,0.02108719,0.07342517,18.92719,1.177906,3.952187,5.360093,14.70954,5.160116,15.07808,25.3482
296,0.0253836,0.001228504,0.001460899,0.03723769,0.03003201,0.1858839,0.009510675,0.002432195,0.0549628,0.001890689,0.009009095,0.00276129,0.000189833,0.02085984,0.01539807,0.0009962805,0.000593613,0.04266122,0.001232217,0.02036464,6.60952E-05,0.02838339,4.431778E-05,0.01091798,0.07407376,0.002284627,0.002352906,0.0002234672,0.001361658,4.309083E-05,0.001239997,0.0003587178,0.0002256336,0.01858583,0.0002009689,0.001225499,0.0003953991,2.899494E-06,2.590887E-05,0.001965829,0.07459871,0.006639829,0.2749278,0.0023405,0.01435162,0.001106378,0.008212435,0.01005769,9.161304,0.0001347344,0.0160926,0.1297491,1.759515,0.127929,0.0002153907,0.0002800676,0.01425377,0.2485106,0.4352377,0.08912502,0.0429233,0.04732887,0.03613873,0.02977939,0.0002261261,1.570617,0.006853075,0.001710676,0.01733448,0.07377503,19.17624,1.03942,5.34435,6.40547,15.11056,3.762762,13.92462,29.63679
297,0.02536986,0.001225421,0.001456911,0.03715765,0.0300405,0.1859757,0.009508362,0.00242064,0.05488907,0.001892854,0.009133008,0.00275979,0.000184582,0.02071809,0.01561616,0.0009696302,0.0005820062,0.04094691,0.001224874,0.02061866,6.680383E-05,0.02875483,4.446437E-05,0.01083651,0.07399266,0.002326062,0.002326082,0.0002259937,0.001353336,4.282092E-05,0.001238965,0.0003472468,0.0002230053,0.01909663,0.0001753636,0.00118739,0.0003791734,2.896431E-06,2.586454E-05,0.001949768,0.07351507,0.005764264,0.2776692,0.002326559,0.0143583,0.001090134,0.00791779,0.009796659,8.994602,0.0001337522,0.01611316,0.1303666,1.782204,0.1279601,0.0002140481,0.0002719135,0.01440316,0.2585805,0.466399,0.104458,0.04799781,0.05035845,0.03247099,0.02863058,0.0002270561,1.589065,0.008773265,0.002694389,0.01512866,0.07511759,19.65682,1.037735,6.787858,7.254958,14.53833,2.960006,12.16508,29.16957
298,0.02535442,0.001222305,0.001454112,0.03707579,0.03004371,0.1859407,0.009505861,0.002409133,0.05481814,0.001895032,0.009187512,0.002757224,0.0001793344,0.02058278,0.01592312,0.0009460703,0.0005778265,0.04025178,0.001218324,0.02138396,7.362328E-05,0.02906043,4.749564E-05,0.01087006,0.07387262,0.002557263,0.00232501,0.0002271659,0.001395897,4.273094E-05,0.001236597,0.0003488007,0.0002203251,0.02052891,0.0001601553,0.00115766,0.000354119,2.90902E-06,2.572035E-05,0.001938891,0.07249968,0.005519283,0.2796876,0.002312049,0.01437559,0.001063526,0.007622135,0.009583019,8.889862,0.0001330199,0.01611669,0.1307434,1.799029,0.1296996,0.0002135176,0.0002639065,0.01427396,0.244536,0.4886273,0.1233518,0.05193985,0.05190091,0.03262425,0.02836438,0.0002248732,1.631678,0.01093103,0.003822304,0.02034551,0.07696018,20.59936,1.25218,7.710083,7.592288,13.86575,2.728975,11.01001,26.59059
299,0.02533532,0.001219307,0.001452397,0.03699576,0.03004153,0.1857726,0.009504085,0.002398608,0.05475394,0.001897229,0.009173768,0.002755451,0.0001742154,0.0204495,0.01622617,0.0009245435,0.0005764726,0.04130277,0.00121314,0.02220245,7.645888E-05,0.02875837,5.051978E-05,0.01097247,0.0737235,0.002758476,0.002337863,0.0002241395,0.00143846,4.269741E-05,0.001236093,0.0003638931,0.0002177794,0.02199462,0.0001504636,0.001043377,0.0003345575,2.933436E-06,2.555868E-05,0.001925793,0.07153514,0.006339901,0.2806629,0.002293828,0.01436869,0.001037185,0.007440697,0.009398136,8.955771,0.0001328036,0.01610336,0.1308572,1.808476,0.1322534,0.0002135527,0.000258803,0.0141069,0.2190214,0.4895411,0.1420106,0.05102108,0.05184915,0.03625044,0.0296757,0.0002243581,1.696441,0.01225365,0.00428517,0.02893589,0.07856164,21.3567,1.528198,7.952879,7.40302,12.57435,2.776563,9.493482,24.43068
300,0.02531773,0.001216456,0.001451406,0.03692844,0.03003962,0.185551,0.009502264,0.002389309,0.05469434,0.001899448,0.00913525,0.002755561,0.0001693943,0.02031805,0.01652457,0.0009046507,0.00057609,0.04178943,0.001209704,0.02191101,7.568466E-05,0.02834507,5.295727E-05,0.01111768,0.07361168,0.002705684,0.002345796,0.0002192891,0.001444778,4.286748E-05,0.001236278,0.0003710093,0.0002156043,0.02107881,0.0001720086,0.001042529,0.0003146133,2.963522E-06,2.538004E-05,0.001911446,0.07096453,0.007347377,0.2810951,0.002289829,0.01434864,0.001028102,0.007507887,0.009285237,9.079418,0.0001326485,0.01609164,0.1308022,1.814283,0.1335247,0.0002138559,0.0002605645,0.01442922,0.1938508,0.4721531,0.1506522,0.0514254,0.05382711,0.03974168,0.03062302,0.0002234857,1.792427,0.0106683,0.003955597,0.03499715,0.07991366,21.88022,1.688096,7.541802,7.003458,10.20183,3.193566,7.225882,21.76507
301,0.02530192,0.001213769,0.001450745,0.03687927,0.03004071,0.1853913,0.009501985,0.002386013,0.05465924,0.001901705,0.00921459,0.002764223,0.000170454,0.02027784,0.0166536,0.0009001714,0.0005885118,0.04213075,0.001211499,0.02142461,7.581017E-05,0.02810189,6.20444E-05,0.01140899,0.07355656,0.002523326,0.002345996,0.0002148064,0.001407193,4.278138E-05,0.00123757,0.0003703426,0.0002143213,0.01962781,0.0001947041,0.001064965,0.0002994519,3.000265E-06,2.563436E-05,0.001901114,0.07082006,0.008487668,0.2813621,0.002296091,0.01432569,0.001029743,0.007781559,0.009282917,9.23121,0.0001326554,0.01619297,0.130661,1.814338,0.1338473,0.0002141541,0.0002649646,0.01476262,0.1751453,0.4352772,0.1481565,0.0491467,0.05331814,0.04275506,0.03132147,0.0002245752,1.884166,0.008479755,0.003667537,0.03870627,0.0811043,21.82767,1.752995,6.493723,6.405871,8.659183,4.18782,6.090086,17.73324
302,0.02528593,0.001211229,0.001450004,0.03684686,0.03004454,0.1851949,0.00950109,0.002383729,0.0546271,0.001903999,0.009316632,0.002775242,0.0001732758,0.02026452,0.01673092,0.0009001287,0.000604895,0.04270022,0.001213795,0.02109074,7.663893E-05,0.02794392,6.68042E-05,0.01169482,0.07352676,0.002349258,0.002326804,0.0002102999,0.001360294,4.304785E-05,0.001237596,0.0003664252,0.000213493,0.01824519,0.0002177858,0.001082497,0.0002925081,3.027643E-06,2.571121E-05,0.001894894,0.07100907,0.009536298,0.2815869,0.00229595,0.01429631,0.001038382,0.008098676,0.009389152,9.386028,0.0001328083,0.01632496,0.1301589,1.806599,0.1334336,0.0002143015,0.000270139,0.01500986,0.1634974,0.3955486,0.1379628,0.04588032,0.05131379,0.04553309,0.03190264,0.0002254006,1.933441,0.006540553,0.003356984,0.04012977,0.08156133,21.25337,1.748324,5.295428,5.727111,7.951096,5.711309,5.761871,15.10753
303,0.02526991,0.001208776,0.001448855,0.03682373,0.03004959,0.1849243,0.009498551,0.002380943,0.05458989,0.001906173,0.00941166,0.002785699,0.0001765327,0.02025838,0.01679492,0.0009010735,0.0006223885,0.04419293,0.001214944,0.02155032,7.805247E-05,0.02790082,6.669436E-05,0.0118261,0.07348084,0.002368763,0.002306808,0.0002099697,0.001339987,4.300837E-05,0.001236339,0.00036451,0.0002128325,0.01780745,0.000235702,0.001104638,0.0002856425,3.039146E-06,2.582415E-05,0.001896048,0.07144013,0.01047258,0.2817888,0.002298775,0.01426926,0.001046039,0.008380162,0.00959597,9.524561,0.0001325784,0.01645444,0.1291971,1.790792,0.1330235,0.0002142224,0.000275323,0.01500783,0.1600115,0.3572068,0.123242,0.04236288,0.04824883,0.04895857,0.0326447,0.0002230105,1.912798,0.005235119,0.003226056,0.04043711,0.08104981,20.32739,1.740162,4.298925,5.095619,8.355095,7.276082,6.755679,14.28266
304,0.02525203,0.001206337,0.001447048,0.03680031,0.0300531,0.1846404,0.009495334,0.002378354,0.05455105,0.001908313,0.009507489,0.002794779,0.000179807,0.02025401,0.01685265,0.0009023373,0.0006400488,0.04605175,0.00121544,0.02253081,7.847309E-05,0.0278267,6.580418E-05,0.01188577,0.0734024,0.002611464,0.002319893,0.0002105085,0.001392655,4.313297E-05,0.00123354,0.0003787556,0.0002121784,0.01900919,0.0002356576,0.001129075,0.0002892695,3.03492E-06,2.597502E-05,0.001905133,0.07186949,0.01123105,0.2819818,0.002301195,0.01423501,0.001051159,0.008418925,0.009780398,9.625669,0.0001321247,0.01657216,0.128057,1.77114,0.1325064,0.0002138995,0.0002801442,0.01464131,0.1645611,0.3252675,0.1076273,0.0402972,0.04532195,0.05212122,0.0334195,0.0002216811,1.836604,0.005566047,0.003186593,0.0400423,0.07978249,19.35707,1.739828,3.712158,4.673183,9.715764,8.717301,8.40553,15.82858
305,0.02523508,0.001203816,0.001444545,0.0367718,0.030056,0.1844461,0.009492056,0.002376615,0.05451343,0.00191044,0.009616937,0.002803011,0.000182985,0.02025113,0.01692237,0.0009040124,0.0006575144,0.0468405,0.001216311,0.02360921,8.079236E-05,0.02829089,6.807077E-05,0.01212307,0.07331097,0.002844354,0.002350602,0.0002096454,0.001452644,4.26039E-05,0.001231118,0.0003960702,0.0002114787,0.02094697,0.0002654369,0.001215745,0.0002971387,3.019842E-06,2.61416E-05,0.001920074,0.07231,0.01089541,0.282229,0.002308065,0.01421609,0.001060217,0.008479763,0.009927699,9.579446,0.0001317793,0.01668382,0.1270889,1.756979,0.1319268,0.0002134198,0.0002805564,0.01435466,0.1796893,0.313942,0.09527432,0.04090435,0.04436237,0.05254644,0.03352207,0.0002204241,1.737404,0.007119054,0.003372456,0.03906677,0.07846846,18.79634,1.773536,3.597583,4.632775,11.55971,8.746832,10.71224,18.89738
