"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"7/27/2023 3:33:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,"Gulfwide_EwE_mvl_try3 DC adjustments"
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,DiscardMortalityFleetGroup

year,fleet,group,value
1986,15,49,4.48888E-06
1986,15,52,8.885164E-07
1986,15,57,3.415668E-08
1986,16,9,0.0002792686
1986,16,18,0.0003545709
1986,16,25,3.739667E-05
1986,16,26,3.117285E-05
1986,16,28,3.6551E-06
1986,16,34,0.0001816298
1986,16,35,4.34825E-08
1986,16,40,4.199036E-05
1986,16,41,6.938235E-05
1986,16,42,0.0004069214
1986,16,44,9.291372E-05
1986,16,45,1.668618E-05
1986,16,46,0.0002870432
1986,16,47,0.002207385
1986,16,48,0.0001383825
1986,16,49,0.000133259
1986,16,52,5.62487E-05
1986,16,53,2.193897E-06
1986,16,57,5.052016E-06
1986,16,64,2.459837E-06
1986,16,65,1.273988E-06
1987,2,9,5.012736E-07
1987,2,18,3.845309E-06
1987,2,23,4.773686E-10
1987,2,26,2.135531E-06
1987,2,28,5.446251E-08
1987,2,35,4.051757E-08
1987,2,46,0.0009930062
1987,3,26,1.30076E-08
1987,3,28,2.919161E-07
1987,3,35,4.521435E-08
1987,4,15,2.317443E-06
1987,5,9,2.447492E-05
1987,5,12,1.106998E-06
1987,6,12,3.664664E-06
1987,6,18,5.928233E-07
1987,8,28,3.369946E-07
1987,9,9,6.291791E-07
1987,9,12,1.709037E-10
1987,9,18,7.329877E-08
1987,9,41,5.700677E-09
1987,9,42,4.321141E-07
1987,9,43,6.541602E-08
1987,9,44,3.621868E-12
1987,9,47,1.361779E-06
1987,9,48,2.384982E-08
1987,9,49,5.041679E-09
1987,12,9,1.451985E-06
1987,12,12,0.0002050221
1987,12,21,0.0001548274
1987,12,23,0.001474009
